Internal ID Number,Name,Common Name,Type,Constellation,V,RAJ2000,DEJ2000
Gal_Vir_IC 3170,IC 3170,,Gal,Virgo,15.0,185.1003,9.4167
notype_Com_IC 3172,IC 3172,,-,Coma Berenices,,185.1003,27.8167
Gal_Vir_IC 3174,IC 3174,,Gal,Virgo,16.0,185.1003,10.2334
Gal_Vir_IC 3175,IC 3175,,Gal,Virgo,15.0,185.1003,9.8334
notype_UMa_IC 3180,IC 3180,,-,Ursa Major,,185.1003,60.7001
Gal_Vir_IC 3173,IC 3173,,Gal,Virgo,16.0,185.1253,11.3334
notype_Com_IC 3176,IC 3176,,-,Coma Berenices,,185.1253,25.5167
Gal_CVn_NGC 4288,NGC 4288,,Gal,Canes Venatici,13.0,185.1503,46.2834
notype_Com_IC 3177,IC 3177,,-,Coma Berenices,,185.1503,14.1167
notype_Com_IC 3178,IC 3178,,-,Coma Berenices,,185.1503,26.1667
notype_Com_IC 3179,IC 3179,,-,Coma Berenices,,185.1503,26.1667
Gal_Vir_NGC 4285,NGC 4285,,Gal,Virgo,14.0,185.1753,-11.65
Gal_Com_NGC 4286,NGC 4286,,Gal,Coma Berenices,15.0,185.1753,29.3501
notype_Com_IC 3181,IC 3181,,-,Coma Berenices,,185.1753,29.3501
Gal_Com_IC 3184,IC 3184,,Gal,Coma Berenices,16.0,185.1753,24.9167
Gal_Vir_NGC 4287,NGC 4287,,Gal,Virgo,15.0,185.2003,5.65
Gal_UMa_NGC 4290,NGC 4290,,Gal,Ursa Major,12.0,185.2003,58.1001
Str_Vir_IC 3182,IC 3182,,Str,Virgo,,185.2003,12.7334
Str_Vir_IC 3183,IC 3183,,Str,Virgo,,185.2003,6.6834
notype_Com_IC 3185,IC 3185,,-,Coma Berenices,,185.2253,25.4334
Gal_Com_IC 3186,IC 3186,,Gal,Coma Berenices,15.0,185.2253,24.6667
Gal_Vir_IC 3187,IC 3187,,Gal,Virgo,16.0,185.2253,11.1667
Gal_Vir_IC 3188,IC 3188,,Gal,Virgo,15.0,185.2253,11.0167
notype_Com_IC 3189,IC 3189,,-,Coma Berenices,,185.2253,25.4334
Gal_Com_IC 3193,IC 3193,,Gal,Coma Berenices,16.0,185.2253,27.9001
Gal_Vir_NGC 4289,NGC 4289,,Gal,Virgo,14.0,185.2503,3.7167
Str_Vir_IC 3190,IC 3190,,Str,Virgo,,185.2503,9.5667
notype_Vir_IC 3191,IC 3191,,-,Virgo,,185.2753,7.7
notype_Vir_IC 3192,IC 3192,,-,Virgo,,185.2753,11.7334
Gal_Com_NGC 4293,NGC 4293,,Gal,Coma Berenices,11.0,185.3003,18.3834
Gal_Com_NGC 4295,NGC 4295,,Gal,Coma Berenices,,185.3003,28.1501
notype_Com_IC 3194,IC 3194,,-,Coma Berenices,,185.3003,25.1334
Gal_Vir_NGC 4292,NGC 4292,,Gal,Virgo,14.0,185.3253,4.6
Gal_Vir_NGC 4294,NGC 4294,,Gal,Virgo,12.1,185.3253,11.5167
notype_Com_IC 3195,IC 3195,,-,Coma Berenices,,185.3253,25.8
notype_Com_IC 3197,IC 3197,,-,Coma Berenices,,185.3503,25.45
Gal_Vir_NGC 4296,NGC 4296,,Gal,Virgo,14.0,185.3753,6.6667
Gal_Vir_NGC 4297,NGC 4297,,Gal,Virgo,14.0,185.3753,6.6667
Gal_Com_NGC 4298,NGC 4298,,Gal,Coma Berenices,11.4,185.3753,14.6
notype_Vir_IC 3196,IC 3196,,-,Virgo,,185.3753,11.7334
notype_Com_IC 3198,IC 3198,,-,Coma Berenices,,185.3753,26.3667
Gal_Vir_NGC 4301,NGC 4301,,Gal,Virgo,15.0,185.4003,4.7833
Gal_Vir_IC  782,IC  782,,Gal,Virgo,15.0,185.4003,5.75
Gal_Com_IC  783,IC  783,,Gal,Coma Berenices,13.6,185.4003,15.75
notype_Com_IC 3200,IC 3200,,-,Coma Berenices,,185.4003,26.7667
Gal_Vir_NGC 4299,NGC 4299,,Gal,Virgo,12.5,185.4253,11.5
Gal_Vir_NGC 4300,NGC 4300,,Gal,Virgo,14.0,185.4253,5.3834
Gal_Com_NGC 4302,NGC 4302,,Gal,Coma Berenices,11.6,185.4253,14.6
Gal_Dra_NGC 4319,NGC 4319,,Gal,Draco,12.0,185.4253,75.3168
Gal_Vir_IC 3199,IC 3199,,Gal,Virgo,15.0,185.4253,10.6
notype_Com_IC 3201,IC 3201,,-,Coma Berenices,,185.4253,25.7167
notype_Com_IC 3202,IC 3202,,-,Coma Berenices,,185.4253,27.0501
Gal_Com_IC 3203,IC 3203,,Gal,Coma Berenices,16.0,185.4253,25.8834
notype_Com_IC 3204,IC 3204,,-,Coma Berenices,,185.4503,24.25
notype_Com_IC 3205,IC 3205,,-,Coma Berenices,,185.4503,26.3334
notype_Com_IC 3206,IC 3206,,-,Coma Berenices,,185.4503,26.3667
Gal_Vir_NGC 4303,NGC 4303,M  61,Gal,Virgo,9.7,185.4753,4.4667
Gal_Com_NGC 4308,NGC 4308,,Gal,Coma Berenices,14.0,185.4753,30.0501
notype_Com_IC 3207,IC 3207,,-,Coma Berenices,,185.4753,24.35
notype_Vir_IC 3208,IC 3208,,-,Virgo,,185.5003,11.95
Gal_Com_IC 3210,IC 3210,,Gal,Coma Berenices,15.0,185.5003,28.4334
Gal_Vir_NGC 4305,NGC 4305,,Gal,Virgo,12.6,185.5253,12.7334
Gal_Vir_NGC 4306,NGC 4306,,Gal,Virgo,14.0,185.5253,12.7834
Gal_Vir_NGC 4307,NGC 4307,,Gal,Virgo,13.0,185.5253,9.0334
Gal_Vir_IC 3209,IC 3209,,Gal,Virgo,15.0,185.5253,11.75
Gal_Vir_IC 3211,IC 3211,,Gal,Virgo,15.0,185.5253,8.9834
Gal_Com_IC 3212,IC 3212,,Gal,Coma Berenices,16.0,185.5253,28.1834
Gal_Com_IC 3213,IC 3213,,Gal,Coma Berenices,16.0,185.5253,23.8667
Gal_Com_IC 3215,IC 3215,,Gal,Coma Berenices,16.0,185.5253,26.05
Gal_Hya_NGC 4304,NGC 4304,,Gal,Hydra,12.0,185.5503,-33.4834
Gal_Vir_NGC 4309,NGC 4309,,Gal,Virgo,14.0,185.5503,7.15
notype_Com_IC 3214,IC 3214,,-,Coma Berenices,,185.5503,27.2334
notype_Com_IC 3216,IC 3216,,-,Coma Berenices,,185.5503,25.2834
notype_Com_IC 3217,IC 3217,,-,Coma Berenices,,185.5503,26.3834
Gal_Vir_IC 3218,IC 3218,,Gal,Virgo,16.0,185.5503,6.9167
notype_Com_IC 3219,IC 3219,,-,Coma Berenices,,185.5753,25.95
notype_Com_IC 3221,IC 3221,,-,Coma Berenices,,185.5753,25.2834
Gal_Com_IC 3222,IC 3222,,Gal,Coma Berenices,16.0,185.5753,28.8334
Gal_Com_NGC 4310,NGC 4310,,Gal,Coma Berenices,13.0,185.6003,29.2001
Gal_Com_NGC 4311,NGC 4311,,Gal,Coma Berenices,13.0,185.6003,29.2001
Gal_Dra_NGC 4331,NGC 4331,,Gal,Draco,15.0,185.6003,76.1834
notype_Vir_IC 3220,IC 3220,,-,Virgo,,185.6003,10.5834
Gal_Com_NGC 4312,NGC 4312,,Gal,Coma Berenices,11.8,185.6253,15.5334
Str_Vir_IC 3223,IC 3223,,Str,Virgo,,185.6253,9.4834
Gal_Vir_NGC 4313,NGC 4313,,Gal,Virgo,13.0,185.6503,11.8
Gal_Com_NGC 4314,NGC 4314,,Gal,Coma Berenices,10.5,185.6503,29.8834
Str_Com_NGC 4317,NGC 4317,,Str,Coma Berenices,,185.6503,31.0501
notype_Vir_IC  784,IC  784,,-,Virgo,,185.6503,-4.65
notype_Vir_IC 3224,IC 3224,,-,Virgo,,185.6503,12.15
notype_Vir_IC 3225,IC 3225,,-,Virgo,,185.6503,6.6834
notype_Com_IC 3226,IC 3226,,-,Coma Berenices,,185.6503,26.0667
notype_Com_IC 3227,IC 3227,,-,Coma Berenices,,185.6503,24.0834
notype_Vir_NGC 4315,NGC 4315,,-,Virgo,,185.6753,9.3167
Gal_Vir_NGC 4318,NGC 4318,,Gal,Virgo,14.0,185.6753,8.2
Str_Dra_NGC 4345,NGC 4345,,Str,Draco,,185.6753,75.3334
notype_Com_IC 3228,IC 3228,,-,Coma Berenices,,185.6753,24.3334
notype_Vir_IC 3229,IC 3229,,-,Virgo,,185.6753,6.6834
notype_Com_IC 3230,IC 3230,,-,Coma Berenices,,185.6753,27.7501
notype_Com_IC 3231,IC 3231,,-,Coma Berenices,,185.6753,24.8167
Gal_Vir_NGC 4316,NGC 4316,,Gal,Virgo,14.0,185.7003,9.35
Gal_Dra_NGC 4332,NGC 4332,,Gal,Draco,13.0,185.7003,65.8501
notype_Com_IC 3232,IC 3232,,-,Coma Berenices,,185.7003,24.4334
Gal_Com_NGC 4321,NGC 4321,M 100,Gal,Coma Berenices,9.4,185.7253,15.8167
notype_Com_NGC 4323,NGC 4323,,-,Coma Berenices,,185.7253,15.9
notype_Vir_IC 3233,IC 3233,,-,Virgo,,185.7253,12.5667
notype_Com_IC 3234,IC 3234,,-,Coma Berenices,,185.7253,28.1167
Gal_Com_NGC 4322,NGC 4322,,Gal,Coma Berenices,13.9,185.7503,15.9
Gal_UMa_NGC 4335,NGC 4335,,Gal,Ursa Major,14.0,185.7503,58.4501
Gal_Crv_IC  785,IC  785,,Gal,Corvus,15.0,185.7503,-13.2333
notype_Com_IC 3235,IC 3235,,-,Coma Berenices,,185.7503,13.5334
notype_Vir_IC 3236,IC 3236,,-,Virgo,,185.7503,10.0834
notype_Com_IC 3237,IC 3237,,-,Coma Berenices,,185.7503,28.5001
Gal_Vir_NGC 4320,NGC 4320,,Gal,Virgo,15.0,185.7753,10.55
Gal_Vir_NGC 4324,NGC 4324,,Gal,Virgo,13.0,185.7753,5.25
Gal_Com_NGC 4338,NGC 4338,,Gal,Coma Berenices,15.0,185.7753,28.9167
Gal_Com_IC 3238,IC 3238,,Gal,Coma Berenices,15.0,185.7753,14.4167
Gal_Vir_IC 3239,IC 3239,,Gal,Virgo,16.0,185.7753,11.7167
notype_Com_IC 3241,IC 3241,,-,Coma Berenices,,185.7753,26.9001
Gal_Vir_NGC 4325,NGC 4325,,Gal,Virgo,15.0,185.8003,10.6334
Gal_Vir_NGC 4326,NGC 4326,,Gal,Virgo,14.0,185.8003,6.0667
notype_Com_NGC 4327,NGC 4327,,-,Coma Berenices,,185.8003,15.7834
Gal_Crv_IC  786,IC  786,,Gal,Corvus,15.0,185.8003,-13.2167
notype_Vir_IC 3240,IC 3240,,-,Virgo,,185.8003,10.3334
notype_Com_IC 3242,IC 3242,,-,Coma Berenices,,185.8003,26.25
Gal_Com_IC 3243,IC 3243,,Gal,Coma Berenices,16.0,185.8003,27.7501
Gal_Com_IC 3244,IC 3244,,Gal,Coma Berenices,,185.8003,14.3834
Gal_Com_NGC 4328,NGC 4328,,Gal,Coma Berenices,13.5,185.8253,15.8
Gal_Vir_NGC 4330,NGC 4330,,Gal,Virgo,14.0,185.8253,11.3834
notype_Vir_IC 3245,IC 3245,,-,Virgo,,185.8253,9.1167
notype_Vir_IC 3246,IC 3246,,-,Virgo,,185.8253,13.05
Gal_Com_IC 3247,IC 3247,,Gal,Coma Berenices,16.0,185.8253,28.8834
notype_Com_IC 3248,IC 3248,,-,Coma Berenices,,185.8253,25.55
notype_Com_IC 3249,IC 3249,,-,Coma Berenices,,185.8253,25.45
notype_Com_IC 3250,IC 3250,,-,Coma Berenices,,185.8253,25.6334
notype_Com_IC 3251,IC 3251,,-,Coma Berenices,,185.8253,25.65
Gal_Crv_NGC 4329,NGC 4329,,Gal,Corvus,14.0,185.8503,-12.5667
Gal_Vir_NGC 4333,NGC 4333,,Gal,Virgo,14.0,185.8503,6.0334
Gal_Vir_NGC 4334,NGC 4334,,Gal,Virgo,14.0,185.8503,7.4667
OpC_Com_IC 3252,IC 3252,,OpC,Coma Berenices,,185.8503,28.6167
Gal_CVn_NGC 4346,NGC 4346,,Gal,Canes Venatici,12.0,185.8753,47.0001
Gal_Dra_NGC 4363,NGC 4363,,Gal,Draco,15.0,185.8753,74.9501
notype_Com_IC 3254,IC 3254,,-,Coma Berenices,,185.8753,19.45
Gal_Com_NGC 4336,NGC 4336,,Gal,Coma Berenices,13.0,185.9003,19.45
Gal_Vir_NGC 4339,NGC 4339,,Gal,Virgo,11.4,185.9003,6.0834
Gal_Com_NGC 4340,NGC 4340,,Gal,Coma Berenices,11.0,185.9003,16.7167
Gal_Vir_NGC 4342,NGC 4342,,Gal,Virgo,14.0,185.9003,7.05
Gal_Com_NGC 4344,NGC 4344,,Gal,Coma Berenices,13.0,185.9003,17.5334
Gal_Vir_IC 3255,IC 3255,,Gal,Virgo,15.0,185.9003,9.6167
Gal_Vir_NGC 4343,NGC 4343,,Gal,Virgo,12.1,185.9253,6.95
Gal_Cen_IC 3253,IC 3253,,Gal,Centaurus,12.0,185.9253,-34.6334
Gal_Vir_IC 3256,IC 3256,,Gal,Virgo,12.6,185.9253,7.05
notype_Vir_IC 3257,IC 3257,,-,Virgo,,185.9253,7.2667
Gal_Vir_IC 3258,IC 3258,,Gal,Virgo,14.0,185.9253,12.4667
Gal_Vir_IC 3259,IC 3259,,Gal,Virgo,13.6,185.9503,7.1834
OpC_Com_IC 3262,IC 3262,,OpC,Coma Berenices,,185.9503,27.4001
Gal_Com_IC 3263,IC 3263,,Gal,Coma Berenices,15.0,185.9503,28.2001
OpC_Cru_NGC 4337,NGC 4337,,OpC,Crux,8.9,185.9753,-58.1334
notype_Vir_NGC 4347,NGC 4347,,-,Virgo,,185.9753,-3.2333
Gal_Vir_NGC 4348,NGC 4348,,Gal,Virgo,13.0,185.9753,-3.45
Gal_Vir_IC 3260,IC 3260,,Gal,Virgo,13.3,185.9753,7.1167
notype_Vir_IC 3261,IC 3261,,-,Virgo,,185.9753,11.4667
notype_Com_IC 3264,IC 3264,,-,Coma Berenices,,185.9753,25.5667
Gal_Vir_NGC 4341,NGC 4341,,Gal,Virgo,14.0,186.0003,7.1167
Gal_Com_NGC 4350,NGC 4350,,Gal,Coma Berenices,11.1,186.0003,16.7
Gal_Vir_NGC 4351,NGC 4351,,Gal,Virgo,12.7,186.0003,12.2
Gal_Vir_NGC 4353,NGC 4353,,Gal,Virgo,14.0,186.0003,7.7834
Gal_CVn_NGC 4357,NGC 4357,,Gal,Canes Venatici,14.0,186.0003,48.7667
Gal_UMa_NGC 4358,NGC 4358,,Gal,Ursa Major,14.0,186.0003,58.4001
Gal_UMa_NGC 4364,NGC 4364,,Gal,Ursa Major,14.0,186.0003,58.4001
notype_Vir_IC 3265,IC 3265,,-,Virgo,,186.0003,7.8
notype_Vir_IC 3266,IC 3266,,-,Virgo,,186.0003,7.7834
Gal_Vir_NGC 4352,NGC 4352,,Gal,Virgo,12.7,186.0253,11.2167
notype_Vir_NGC 4354,NGC 4354,,-,Virgo,,186.0253,12.2
Gal_Vir_IC 3267,IC 3267,,Gal,Virgo,13.5,186.0253,7.05
Gal_Vir_IC 3268,IC 3268,,Gal,Virgo,14.0,186.0253,6.6
notype_Com_IC 3269,IC 3269,,-,Coma Berenices,,186.0253,27.4334
notype_Com_IC 3270,IC 3270,,-,Coma Berenices,,186.0253,27.5834
notype_Vir_NGC 4355,NGC 4355,,-,Virgo,,186.0503,-1.0
Gal_Com_NGC 4359,NGC 4359,,Gal,Coma Berenices,13.0,186.0503,31.5167
Gal_UMa_NGC 4362,NGC 4362,,Gal,Ursa Major,15.0,186.0503,58.3668
Gal_Vir_IC 3271,IC 3271,,Gal,Virgo,15.0,186.0503,7.95
notype_Com_IC 3272,IC 3272,,-,Coma Berenices,,186.0503,23.3
notype_Com_IC 3276,IC 3276,,-,Coma Berenices,,186.0503,25.8167
Gal_Vir_NGC 4356,NGC 4356,,Gal,Virgo,14.0,186.0753,8.55
Gal_Vir_NGC 4360,NGC 4360,,Gal,Virgo,13.0,186.0753,9.2834
notype_Vir_IC 3273,IC 3273,,-,Virgo,,186.0753,8.5334
Gal_Vir_IC 3274,IC 3274,,Gal,Virgo,14.0,186.0753,9.2834
notype_Vir_IC 3275,IC 3275,,-,Virgo,,186.0753,10.4167
notype_Com_IC 3277,IC 3277,,-,Coma Berenices,,186.0753,25.5667
notype_Com_IC 3278,IC 3278,,-,Coma Berenices,,186.0753,27.4167
Str_Vir_IC 3279,IC 3279,,Str,Virgo,,186.1003,12.85
Gal_Vir_IC 3280,IC 3280,,Gal,Virgo,15.0,186.1003,13.2334
OpC_Cru_NGC 4349,NGC 4349,,OpC,Crux,7.4,186.1253,-61.9001
PN_Crv_NGC 4361,NGC 4361,,PN,Corvus,10.0,186.1253,-18.8
Gal_Vir_NGC 4365,NGC 4365,,Gal,Virgo,11.0,186.1253,7.3167
Gal_Dra_NGC 4386,NGC 4386,,Gal,Draco,12.0,186.1253,75.5334
notype_Vir_IC 3281,IC 3281,,-,Virgo,,186.1253,7.8167
notype_Com_IC 3282,IC 3282,,-,Coma Berenices,,186.1253,25.6667
notype_Com_IC 3283,IC 3283,,-,Coma Berenices,,186.1253,27.2167
notype_Vir_NGC 4367,NGC 4367,,-,Virgo,,186.1503,12.1834
Gal_CVn_NGC 4369,NGC 4369,,Gal,Canes Venatici,12.0,186.1503,39.3834
notype_Vir_IC 3284,IC 3284,,-,Virgo,,186.1503,10.8167
notype_Com_IC 3285,IC 3285,,-,Coma Berenices,,186.1503,24.8667
notype_Com_IC 3286,IC 3286,,-,Coma Berenices,,186.1503,23.75
notype_Com_IC 3287,IC 3287,,-,Coma Berenices,,186.1503,24.6
notype_Vir_NGC 4368,NGC 4368,,-,Virgo,,186.1753,10.6
notype_Com_IC 3288,IC 3288,,-,Coma Berenices,,186.1753,24.95
Gal_Com_IC 3292,IC 3292,,Gal,Coma Berenices,15.0,186.2003,18.1834
notype_Com_IC 3294,IC 3294,,-,Coma Berenices,,186.2003,25.6
notype_Com_IC 3295,IC 3295,,-,Coma Berenices,,186.2003,28.7001
Gal_Vir_NGC 4370,NGC 4370,,Gal,Virgo,14.0,186.2253,7.45
Gal_Vir_NGC 4371,NGC 4371,,Gal,Virgo,10.8,186.2253,11.7
notype_Vir_IC 3291,IC 3291,,-,Virgo,,186.2253,12.0
notype_Com_IC 3293,IC 3293,,-,Coma Berenices,,186.2253,17.4334
notype_Vir_NGC 4366,NGC 4366,,-,Virgo,,186.2503,7.45
Gal_Com_NGC 4375,NGC 4375,,Gal,Coma Berenices,14.0,186.2503,28.5501
Gal_Hya_IC 3289,IC 3289,,Gal,Hydra,14.0,186.2503,-26.0334
Gal_Com_IC 3296,IC 3296,,Gal,Coma Berenices,16.0,186.2503,24.3834
notype_Com_IC 3297,IC 3297,,-,Coma Berenices,,186.2503,26.7667
notype_Com_IC 3298,IC 3298,,-,Coma Berenices,,186.2503,17.0334
Gal_Com_IC 3300,IC 3300,,Gal,Coma Berenices,15.0,186.2503,25.95
Gal_Vir_NGC 4374,NGC 4374,M  84,Gal,Virgo,9.3,186.2753,12.8834
notype_CVn_NGC 4381,NGC 4381,,-,Canes Venatici,,186.2753,48.8334
notype_Com_IC 3299,IC 3299,,-,Coma Berenices,,186.2753,27.3834
Gal_Com_NGC 4377,NGC 4377,,Gal,Coma Berenices,11.8,186.3003,14.7667
Gal_Com_NGC 4379,NGC 4379,,Gal,Coma Berenices,11.7,186.3003,15.6
Gal_UMa_NGC 4384,NGC 4384,,Gal,Ursa Major,13.0,186.3003,54.5001
Gal_CVn_NGC 4392,NGC 4392,,Gal,Canes Venatici,14.0,186.3003,45.8667
Gal_Cen_IC 3290,IC 3290,,Gal,Centaurus,,186.3003,-39.7834
notype_Com_IC 3301,IC 3301,,-,Coma Berenices,,186.3003,14.15
notype_Com_IC 3302,IC 3302,,-,Coma Berenices,,186.3003,25.8834
Gal_Vir_IC 3303,IC 3303,,Gal,Virgo,,186.3003,12.7167
notype_Com_IC 3304,IC 3304,,-,Coma Berenices,,186.3003,25.4167
Gal_Vir_IC 3305,IC 3305,,Gal,Virgo,15.0,186.3003,11.8334
notype_Com_IC 3306,IC 3306,,-,Coma Berenices,,186.3003,27.4001
Gal_Cen_NGC 4373,NGC 4373,,Gal,Centaurus,11.1,186.3253,-39.7501
Gal_Vir_NGC 4376,NGC 4376,,Gal,Virgo,14.0,186.3253,4.9333
Gal_Vir_NGC 4378,NGC 4378,,Gal,Virgo,12.0,186.3253,4.9167
Gal_Dra_NGC 4391,NGC 4391,,Gal,Draco,14.0,186.3253,64.9334
Gal_Com_IC 3308,IC 3308,,Gal,Coma Berenices,15.0,186.3253,26.7
Gal_Vir_NGC 4380,NGC 4380,,Gal,Virgo,12.0,186.3503,10.0167
Gal_Com_NGC 4382,NGC 4382,M  85,Gal,Coma Berenices,9.2,186.3503,18.1834
Gal_Com_NGC 4383,NGC 4383,,Gal,Coma Berenices,13.0,186.3503,16.4667
Str_Com_IC 3307,IC 3307,,Str,Coma Berenices,,186.3503,14.15
Gal_Com_IC 3309,IC 3309,,Gal,Coma Berenices,16.0,186.3503,28.3834
Gal_Com_IC  787,IC  787,,Gal,Coma Berenices,15.0,186.3753,16.1
Str_Com_IC 3310,IC 3310,,Str,Coma Berenices,,186.3753,15.6667
Gal_Vir_IC 3311,IC 3311,,Gal,Virgo,15.0,186.3753,12.25
notype_Com_IC 3312,IC 3312,,-,Coma Berenices,,186.3753,23.5834
notype_Com_IC 3313,IC 3313,,-,Coma Berenices,,186.3753,15.8334
notype_Com_IC 3314,IC 3314,,-,Coma Berenices,,186.3753,23.5834
Gal_CVn_NGC 4389,NGC 4389,,Gal,Canes Venatici,12.0,186.4003,45.6834
notype_Com_IC 3316,IC 3316,,-,Coma Berenices,,186.4003,26.1667
notype_Com_IC 3317,IC 3317,,-,Coma Berenices,,186.4003,25.35
Gal_Vir_NGC 4385,NGC 4385,,Gal,Virgo,12.4,186.4253,0.5667
Gal_Vir_NGC 4387,NGC 4387,,Gal,Virgo,12.0,186.4253,12.8167
notype_Vir_IC 3315,IC 3315,,-,Virgo,,186.4253,12.3
GlC_Mus_NGC 4372,NGC 4372,,GlC,Musca,7.8,186.4503,-72.6668
Gal_Vir_NGC 4388,NGC 4388,,Gal,Virgo,11.1,186.4503,12.6667
Gal_Vir_NGC 4390,NGC 4390,,Gal,Virgo,13.0,186.4503,10.45
Gal_Com_NGC 4393,NGC 4393,,Gal,Coma Berenices,13.0,186.4503,27.5501
Gal_CVn_NGC 4395,NGC 4395,,Gal,Canes Venatici,10.2,186.4503,33.5501
Str_Vir_IC 3318,IC 3318,,Str,Virgo,,186.4503,9.7667
notype_Vir_IC 3319,IC 3319,,-,Virgo,,186.4503,10.3834
notype_Vir_IC 3320,IC 3320,,-,Virgo,,186.4503,10.45
notype_Com_IC 3321,IC 3321,,-,Coma Berenices,,186.4503,26.0834
Gal_Com_IC 3323,IC 3323,,Gal,Coma Berenices,13.0,186.4503,27.5501
notype_Com_IC 3324,IC 3324,,-,Coma Berenices,,186.4503,26.7334
notype_Com_IC 3325,IC 3325,,-,Coma Berenices,,186.4503,23.9
Gal_Com_NGC 4394,NGC 4394,,Gal,Coma Berenices,10.9,186.4753,18.2167
notype_CVn_NGC 4399,NGC 4399,,-,Canes Venatici,,186.4753,33.5667
notype_CVn_NGC 4400,NGC 4400,,-,Canes Venatici,,186.4753,33.5667
notype_CVn_NGC 4401,NGC 4401,,-,Canes Venatici,,186.4753,33.5167
Gal_Vir_IC 3322,IC 3322,,Gal,Virgo,,186.4753,7.55
notype_Com_IC 3326,IC 3326,,-,Coma Berenices,,186.4753,23.7667
Gal_Vir_IC 3328,IC 3328,,Gal,Virgo,15.0,186.4753,10.05
notype_Com_IC 3329,IC 3329,,-,Coma Berenices,,186.4753,27.5667
Gal_Com_IC 3330,IC 3330,,Gal,Coma Berenices,,186.4753,30.8501
Gal_Com_NGC 4396,NGC 4396,,Gal,Coma Berenices,13.0,186.5003,15.6667
Str_Com_NGC 4397,NGC 4397,,Str,Coma Berenices,,186.5003,18.3167
Gal_Com_IC 3327,IC 3327,,Gal,Coma Berenices,15.0,186.5003,14.8667
Gal_Vir_IC 3331,IC 3331,,Gal,Virgo,15.0,186.5003,11.8
Str_Vir_NGC 4398,NGC 4398,,Str,Virgo,,186.5253,10.7
Gal_Vir_NGC 4402,NGC 4402,,Gal,Virgo,11.7,186.5253,13.1167
Gal_Com_NGC 4405,NGC 4405,,Gal,Coma Berenices,13.0,186.5253,16.1834
notype_Com_IC  788,IC  788,,-,Coma Berenices,,186.5253,16.2
notype_Com_IC 3332,IC 3332,,-,Coma Berenices,,186.5253,25.2834
Gal_Vir_NGC 4406,NGC 4406,M  86,Gal,Virgo,9.2,186.5503,12.95
Gal_Com_NGC 4408,NGC 4408,,Gal,Coma Berenices,15.0,186.5503,27.8834
Str_Vir_IC 3333,IC 3333,,Str,Virgo,,186.5503,13.1334
notype_Com_IC 3334,IC 3334,,-,Coma Berenices,,186.5503,28.4667
Gal_Vir_NGC 4403,NGC 4403,,Gal,Virgo,14.0,186.5753,-7.6833
notype_Vir_NGC 4407,NGC 4407,,-,Virgo,,186.5753,12.65
Gal_Vir_IC  789,IC  789,,Gal,Virgo,15.0,186.5753,7.45
notype_Com_IC 3335,IC 3335,,-,Coma Berenices,,186.5753,26.1334
Gal_Com_IC 3336,IC 3336,,Gal,Coma Berenices,15.0,186.5753,26.8167
Gal_Vir_NGC 4404,NGC 4404,,Gal,Virgo,14.0,186.6003,-7.6833
Gal_Com_NGC 4414,NGC 4414,,Gal,Coma Berenices,10.3,186.6003,31.2167
notype_Com_IC 3337,IC 3337,,-,Coma Berenices,,186.6003,25.3167
notype_Com_IC 3338,IC 3338,,-,Coma Berenices,,186.6003,25.8834
notype_Com_IC 3341,IC 3341,,-,Coma Berenices,,186.6003,27.7501
notype_Vir_NGC 4409,NGC 4409,,-,Virgo,,186.6253,2.5
Gal_Vir_NGC 4410,NGC 4410,,Gal,Virgo,14.0,186.6253,9.0167
Gal_Vir_NGC 4411,NGC 4411,,Gal,Virgo,12.8,186.6253,8.8667
Gal_Vir_NGC 4413,NGC 4413,,Gal,Virgo,13.0,186.6253,12.6167
Gal_Vir_IC  790,IC  790,,Gal,Virgo,15.0,186.6253,9.0167
notype_Vir_IC 3339,IC 3339,,-,Virgo,,186.6253,8.8667
Gal_Com_IC 3340,IC 3340,,Gal,Coma Berenices,15.0,186.6253,16.8334
notype_Com_IC 3342,IC 3342,,-,Coma Berenices,,186.6253,27.1334
Gal_Com_IC 3344,IC 3344,,Gal,Coma Berenices,15.0,186.6253,13.5667
notype_Com_IC 3345,IC 3345,,-,Coma Berenices,,186.6253,24.3667
Gal_Vir_NGC 4412,NGC 4412,,Gal,Virgo,13.0,186.6503,3.9667
Gal_Vir_NGC 4415,NGC 4415,,Gal,Virgo,14.0,186.6503,8.4167
notype_Vir_IC 3343,IC 3343,,-,Virgo,,186.6503,8.8834
notype_Com_IC 3348,IC 3348,,-,Coma Berenices,,186.6503,25.6167
notype_Vir_IC 3346,IC 3346,,-,Virgo,,186.6753,11.35
notype_Vir_IC 3347,IC 3347,,-,Virgo,,186.6753,10.8834
Gal_Vir_IC 3349,IC 3349,,Gal,Virgo,15.0,186.6753,12.45
notype_Com_IC 3351,IC 3351,,-,Coma Berenices,,186.6753,27.6001
notype_Com_IC 3353,IC 3353,,-,Coma Berenices,,186.6753,27.9167
Gal_Vir_NGC 4416,NGC 4416,,Gal,Virgo,13.0,186.7003,7.9334
Gal_Vir_NGC 4417,NGC 4417,,Gal,Virgo,11.2,186.7003,9.5834
Str_Vir_IC 3350,IC 3350,,Str,Virgo,,186.7003,9.45
notype_Vir_IC 3352,IC 3352,,-,Virgo,,186.7003,8.75
Gal_Vir_IC 3355,IC 3355,,Gal,Virgo,,186.7003,13.1834
