HD,HIP,Vmag,Fl,Cst,BayerConst
129078,72370,3.83,,Aps,alf Aps
129116,71865,4.01,,Cen,b Cen
129174,71762,4.49,29,Boo,pi.01 Boo
129175,0,5.88,29,Boo,pi.02 Boo
129246,71795,3.78,30,Boo,zet Boo
129247,0,4.43,30,Boo,zet Boo
129312,71832,4.86,31,Boo,Boo
129336,71837,5.55,32,Boo,Boo
129433,71974,5.70,4,Lib,Lib
129456,72010,4.06,,Cen,c01 Cen
129502,71957,3.87,107,Vir,mu. Vir
129685,72104,4.92,,Cen,c02 Cen
129712,71995,4.80,34,Boo,W Boo
129893,72290,5.22,,Lup,b Lup
129926,72197,5.15,54,Hya,m Hya
129956,72154,5.68,108,Vir,Vir
129972,72125,4.60,35,Boo,omi Boo
129978,72194,6.33,5,Lib,Lib
129988,72105,2.35,36,Boo,eps Boo
129989,0,2.70,36,Boo,eps Boo
130109,72220,3.73,109,Vir,Vir
130158,72323,5.61,55,Hya,Hya
130259,72357,5.23,56,Hya,Hya
130274,72378,5.76,57,Hya,Hya
130559,72489,5.32,7,Lib,mu. Lib
130650,73540,5.65,,Oct,pi.01 Oct
130694,72571,4.42,58,Hya,E Hya
130807,72683,4.32,,Lup,omi Lup
130819,72603,5.15,8,Lib,alf01 Lib
130841,72622,2.75,9,Lib,alf02 Lib
130945,72487,5.76,38,Boo,h Boo
130952,72631,4.93,11,Lib,Lib
131041,72524,5.68,39,Boo,Boo
131058,72965,6.09,,Cir,zet Cir
131109,73223,5.37,,Aps,R Aps
131156,72659,4.54,37,Boo,ksi Boo
131246,73771,5.65,,Oct,pi.02 Oct
131430,72929,5.27,12,Lib,Lib
131492,73129,5.08,,Cir,the Cir
131530,72934,5.78,13,Lib,ksi01 Lib
131562,73095,5.38,,Lup,c Lup
131596,74296,5.88,,Oct,ome Oct
131873,72607,2.07,7,UMi,bet UMi
131918,73133,5.48,15,Lib,ksi02 Lib
132052,73165,4.47,16,Lib,Lib
132058,73273,2.68,,Lup,bet Lup
132132,73193,5.51,1,Ser,M Ser
132200,73334,3.13,,Cen,kap Cen
132219,73284,5.65,59,Hya,Hya
132230,73249,6.61,17,Lib,Lib
132345,73310,5.88,18,Lib,Lib
132742,73473,4.91,19,Lib,del Lib
132772,73369,5.64,40,Boo,Boo
132813,73199,4.63,,UMi,RR UMi
132851,73566,5.83,60,Hya,Hya
132905,73776,5.16,,Cir,eta Cir
132933,73536,5.71,2,Ser,Ser
133086,73136,6.83,8,UMi,UMi
133124,73568,4.80,41,Boo,ome Boo
133165,73620,4.39,110,Vir,Vir
133208,73555,3.49,42,Boo,bet Boo
133216,73714,3.25,20,Lib,sig Lib
133242,73807,3.91,,Lup,pi. Lup
133243,0,4.82,,Lup,pi. Lup
133582,73745,4.52,43,Boo,psi Boo
133621,73440,6.64,9,UMi,UMi
133640,73695,4.83,44,Boo,i Boo
133774,73945,5.19,21,Lib,nu. Lib
133800,73953,6.41,22,Lib,Lib
133955,74117,4.07,,Lup,lam Lup
133962,73841,5.59,47,Boo,k Boo
134083,73996,4.93,45,Boo,c Boo
134320,74087,5.67,46,Boo,b Boo
134481,74376,3.88,,Lup,kap01 Lup
134482,74380,5.70,,Lup,kap02 Lup
134505,74395,3.41,,Lup,zet Lup
134687,74449,4.83,,Lup,e Lup
134759,74392,4.54,24,Lib,iot Lib
134967,74493,6.07,25,Lib,Lib
134987,74500,6.47,23,Lib,Lib
135153,74604,4.91,1,Lup,i Lup
135230,74600,6.18,26,Lib,Lib
135240,74778,5.04,,Cir,del Cir
135291,74837,4.85,,Cir,eps Cir
135379,74824,4.07,,Cir,bet Cir
135382,74946,2.87,,TrA,gam TrA
135482,74649,5.32,3,Ser,Ser
135502,74596,5.28,48,Boo,chi Boo
135559,74689,5.62,4,Ser,Ser
135722,74666,3.46,49,Boo,del Boo
135734,74911,4.27,,Lup,mu. Lup
135742,74785,2.61,27,Lib,bet Lib
135758,74857,4.35,2,Lup,f Lup
136202,74975,5.04,5,Ser,Ser
136298,75141,3.22,,Lup,del Lup
136351,75206,4.99,,Lup,nu.01 Lup
136352,75181,5.65,,Lup,nu.02 Lup
136366,75110,6.16,28,Lib,Lib
136407,75118,6.14,29,Lib,omi Lib
136415,75323,4.48,,Cir,gam Cir
136422,75177,3.57,,Lup,phi01 Lup
136504,75264,3.37,,Lup,eps Lup
136512,75049,5.51,1,CrB,omi CrB
136514,75119,5.35,6,Ser,Ser
136664,75304,4.54,,Lup,phi02 Lup
136726,74793,5.02,11,UMi,UMi
136753,75143,10.10,,CrB,S CrB
136801,75294,6.46,30,Lib,Lib
136831,75230,6.29,7,Ser,Ser
136849,75178,5.38,50,Boo,Boo
136933,75439,5.36,,Lup,ups Lup
137006,75342,6.11,8,Ser,Ser
137052,75379,4.92,31,Lib,eps Lib
137058,75501,4.60,,Lup,k Lup
137107,75312,4.99,2,CrB,eta CrB
137108,0,6.08,2,CrB,eta CrB
137333,76996,5.57,,Oct,rho Oct
137387,76013,5.40,,Aps,kap01 Aps
137391,75411,4.31,51,Boo,mu.01 Boo
137392,75415,6.51,51,Boo,mu.02 Boo
137422,75097,3.00,13,UMi,gam UMi
137471,75530,5.16,9,Ser,tau01 Ser
137686,75152,7.52,14,UMi,UMi
137744,75730,5.64,32,Lib,Lib
137759,75458,3.29,12,Dra,iot Dra
137898,75761,5.15,10,Ser,Ser
137909,75695,3.66,3,CrB,bet CrB
137949,75848,6.69,33,Lib,Lib
138137,75944,5.82,34,Lib,Lib
138481,75973,5.04,52,Boo,nu.01 Boo
138485,76126,5.53,35,Lib,zet Lib
138527,76069,6.22,12,Ser,tau02 Ser
138538,76440,4.11,,TrA,eps TrA
138562,76133,5.50,11,Ser,A01 Ser
138629,76041,4.98,53,Boo,nu.02 Boo
138688,76259,5.13,36,Lib,Lib
138690,76297,2.80,,Lup,gam Lup
138716,76219,4.61,37,Lib,Lib
138749,76127,4.14,4,CrB,the CrB
138769,76371,4.55,,Lup,d Lup
138800,76750,5.64,,Aps,kap02 Aps
138905,76333,3.91,38,Lib,gam Lib
138917,76276,3.80,13,Ser,del Ser
138918,0,3.80,13,Ser,del Ser
139006,76267,2.22,5,CrB,alf CrB
139063,76470,3.60,39,Lib,ups Lib
139074,76337,6.10,15,Ser,tau03 Ser
139127,76552,4.34,,Lup,ome Lup
139137,76427,6.51,14,Ser,Ser
139153,76307,5.14,6,CrB,mu. CrB
139195,76425,5.26,16,Ser,Ser
139216,76423,6.51,17,Ser,tau04 Ser
139225,76424,5.93,18,Ser,tau05 Ser
139365,76600,3.66,40,Lib,tau Lib
139446,76628,5.36,41,Lib,Lib
139521,76705,4.66,3,Lup,psi01 Lup
139641,76534,5.25,54,Boo,phi Boo
139663,76742,4.97,42,Lib,Lib
139664,76829,4.64,,Lup,g Lup
139669,76008,5.00,15,UMi,the UMi
139777,75809,6.57,,UMi,pi.01 UMi
139813,75829,7.53,,UMi,pi.01 UMi
139891,76669,6.00,7,CrB,zet01 CrB
139892,76669,5.07,7,CrB,zet02 CrB
139980,76939,5.23,,Lup,h Lup
139997,76880,4.75,43,Lib,kap Lib
140008,76945,4.75,4,Lup,psi02 Lup
140027,76810,6.00,19,Ser,tau06 Ser
140159,76852,4.51,21,Ser,iot Ser
140160,76866,5.34,20,Ser,chi Ser
140232,76878,5.80,22,Ser,tau07 Ser
140417,77060,5.41,44,Lib,eta Lib
140436,76952,3.81,8,CrB,gam CrB
140538,77052,5.86,23,Ser,psi Ser
140573,77070,2.63,24,Ser,alf Ser
140716,77048,5.57,9,CrB,pi. CrB
140729,77111,6.15,26,Ser,tau08 Ser
140873,77227,5.39,25,Ser,A02 Ser
141003,77233,3.65,28,Ser,bet Ser
141004,77257,4.42,27,Ser,lam Ser
141187,77336,5.71,31,Ser,ups Ser
141378,77464,5.53,30,Ser,Ser
141477,77450,4.09,35,Ser,kap Ser
141513,77516,3.54,32,Ser,mu. Ser
141527,77442,5.89,,CrB,R CrB
141556,77634,3.97,5,Lup,chi Lup
141637,77635,4.63,1,Sco,b Sco
141652,76695,6.89,,UMi,pi.02 UMi
141680,77578,5.21,34,Ser,ome Ser
141714,77512,4.59,10,CrB,del CrB
141767,77982,5.11,,TrA,kap TrA
141795,77622,3.71,37,Ser,eps Ser
141850,77615,5.20,,Ser,R Ser
141851,77660,5.09,36,Ser,b Ser
141891,77952,2.83,,TrA,bet TrA
141992,77661,4.74,38,Ser,rho Ser
142091,77655,4.79,11,CrB,kap CrB
142096,77811,5.04,45,Lib,lam Lib
142105,77055,4.29,16,UMi,zet UMi
142114,77840,4.59,2,Sco,A Sco
142198,77853,4.13,46,Lib,the Lib
142267,77801,6.07,39,Ser,Ser
142301,77909,5.87,3,Sco,Sco
142373,77760,4.60,1,Her,chi Her
142378,77939,5.95,47,Lib,Lib
142445,77984,5.63,4,Sco,Sco
142500,77910,6.28,40,Ser,Ser
142629,78105,5.14,,Lup,ksi01 Lup
142630,78106,5.59,,Lup,ksi02 Lup
142669,78104,3.87,5,Sco,rho Sco
142780,77907,5.35,2,Her,Her
142860,78072,3.85,41,Ser,gam Ser
142908,78012,5.43,12,CrB,lam CrB
142926,77986,5.73,4,Her,Her
142980,78132,5.54,,Ser,phi Ser
142983,78207,4.95,48,Lib,Lib
143018,78265,2.89,6,Sco,pi. Sco
143107,78159,4.14,13,CrB,eps CrB
143118,78384,3.42,,Lup,eta Lup
143275,78401,2.29,7,Sco,del Sco
143333,78400,5.47,49,Lib,Lib
143454,78322,2.00,,CrB,T CrB
143459,78436,5.53,50,Lib,Lib
143474,78662,4.63,,Nor,iot01 Nor
143546,78639,4.65,,Nor,eta Nor
143666,78481,5.10,5,Her,r Her
143761,78459,5.39,15,CrB,rho CrB
143807,78493,4.98,14,CrB,iot CrB
143894,78554,4.82,44,Ser,pi. Ser
144046,78685,6.07,43,Ser,Ser
144069,78727,4.16,,Sco,ksi Sco
144070,0,4.77,,Sco,ksi Sco
144197,78914,4.73,,Nor,del Nor
144205,78574,6.52,,Her,X Her
144206,78592,4.72,6,Her,ups Her
144217,78820,2.56,8,Sco,bet01 Sco
144218,78821,4.90,8,Sco,bet02 Sco
144284,78527,4.01,13,Dra,the Dra
144294,78918,4.22,,Lup,the Lup
144470,78933,3.93,9,Sco,ome01 Sco
144480,79153,5.57,,Nor,iot02 Nor
144608,78990,4.31,10,Sco,ome02 Sco
144708,79005,5.75,11,Sco,Sco
144874,79007,5.63,45,Ser,Ser
144937,79047,6.74,46,Ser,Ser
145000,79045,6.25,7,Her,kap Her
145001,79043,5.00,7,Her,kap Her
145002,79072,5.69,47,Ser,Ser
145122,79102,6.13,8,Her,Her
145328,79119,4.73,16,CrB,tau CrB
145361,79497,5.78,,Nor,zet Nor
145366,80047,4.68,,Aps,del01 Aps
145384,79490,6.03,39,Nor,Nor
145388,80057,5.27,,Aps,del02 Aps
145389,79101,4.23,11,Her,phi Her
145397,79509,4.95,,Nor,kap Nor
145482,79404,4.58,13,Sco,c02 Sco
145483,79399,5.67,12,Sco,c01 Sco
145501,0,6.30,14,Sco,nu. Sco
145502,79374,4.00,14,Sco,nu. Sco
145544,79664,3.86,,TrA,del TrA
145570,79375,4.93,15,Sco,psi Sco
145607,79387,5.43,16,Sco,Sco
145622,78661,5.73,18,UMi,UMi
145647,79332,6.09,,Her,q Her
145675,79248,6.61,14,Her,Her
145713,79349,5.74,10,Her,Her
145842,79653,5.13,,Nor,the Nor
145892,79488,5.46,9,Her,Her
145897,79540,5.24,17,Sco,chi Sco
145958,79492,6.68,49,Ser,Ser
146051,79593,2.73,1,Oph,del Oph
146143,79790,4.97,,Nor,gam01 Nor
146233,79672,5.49,18,Sco,Sco
146279,79634,7.67,13,Her,Her
146361,79607,5.23,17,CrB,sig CrB
146362,0,6.66,17,CrB,sig CrB
146388,79666,5.72,16,Her,Her
146624,79881,4.80,,Sco,d Sco
146667,79963,5.44,,Nor,lam Nor
146686,80000,4.01,,Nor,gam02 Nor
146738,79757,5.80,18,CrB,ups CrB
146791,79882,3.23,2,Oph,eps Oph
146926,79280,5.48,19,UMi,UMi
147025,79889,6.70,19,Her,Her
147084,80079,4.55,19,Sco,omi Sco
147142,79420,6.36,20,UMi,UMi
147165,80112,2.90,20,Sco,sig Sco
147394,79992,3.91,22,Her,tau Her
147449,80179,4.82,50,Ser,sig Ser
147547,80170,3.74,20,Her,gam Her
147584,80686,4.90,,TrA,zet TrA
147675,81065,3.86,,Aps,gam Aps
147677,80181,4.86,19,CrB,ksi CrB
147700,80343,4.48,4,Oph,psi Oph
147749,80197,5.20,20,CrB,nu.01 CrB
147767,80214,5.40,21,CrB,nu.02 CrB
147787,80645,5.28,,TrA,iot TrA
147835,80247,6.41,23,Her,Her
147869,80351,5.83,21,Her,o Her
147933,80473,4.57,5,Oph,rho Oph
147934,0,5.92,5,Oph,rho Oph
147971,80582,4.46,,Nor,eps Nor
148048,79822,4.95,21,UMi,eta UMi
148112,80463,4.57,24,Her,ome Her
148184,80569,4.22,7,Oph,chi Oph
148206,80488,6.70,,Her,U Her
148283,80460,5.53,25,Her,Her
148367,80628,4.62,3,Oph,ups Oph
148387,80331,2.73,14,Dra,eta Dra
148478,80763,1.06,21,Sco,alf Sco
148605,80815,4.79,22,Sco,i Sco
148703,80911,4.24,,Sco,N Sco
148783,80704,4.83,30,Her,g Her
148786,80894,4.29,8,Oph,phi Oph
148856,80816,2.78,27,Her,bet Her
148857,80883,3.82,10,Oph,lam Oph
148890,81252,5.50,,TrA,the TrA
148897,80843,5.24,,Her,s Her
148898,80975,4.45,9,Oph,ome Oph
149038,81122,4.86,,Nor,mu. Nor
149081,80809,6.44,34,Her,Her
149121,81007,5.63,28,Her,n Her
149141,80927,7.14,31,Her,Her
149161,81008,4.84,29,Her,h Her
149212,80650,4.94,15,Dra,A Dra
149324,81852,4.23,,Aps,bet Aps
149420,81066,6.87,32,Her,Her
149438,81266,2.82,23,Sco,tau Sco
149447,81304,4.18,,Sco,H Sco
149630,81126,4.20,35,Her,sig Her
149661,81300,5.77,12,Oph,Oph
149671,81710,5.89,,TrA,eta01 TrA
149730,81589,6.73,,Ara,R Ara
149757,81377,2.54,13,Oph,zet Oph
150100,81290,5.53,16,Dra,Dra
150117,81292,5.07,17,Dra,Dra
150118,0,6.53,17,Dra,Dra
150378,81641,5.77,37,Her,Her
150379,81634,6.92,36,Her,Her
150416,81724,4.91,24,Sco,Sco
150450,81497,4.86,42,Her,Her
150557,81734,5.74,14,Oph,Oph
150680,81693,2.81,40,Her,zet Her
150682,81729,5.92,39,Her,Her
150798,82273,1.91,,TrA,alf TrA
150997,81833,3.48,44,Her,eta Her
151090,81991,6.55,41,Her,Her
151101,81660,4.84,18,Dra,g Dra
151133,82037,6.02,16,Oph,Oph
151179,82140,6.72,25,Sco,Sco
151217,82073,5.15,43,Her,i Her
151249,82363,3.77,,Ara,eta Ara
151431,82162,6.07,19,Oph,Oph
151525,82216,5.22,45,Her,l Her
151659,0,7.10,18,Oph,Oph
151680,82396,2.29,26,Sco,eps Sco
151769,82369,4.64,20,Oph,Oph
151890,82514,3.00,,Sco,mu.01 Sco
151937,82324,6.59,48,Her,Her
151956,82402,5.48,47,Her,k Her
151985,82545,3.56,,Sco,mu.02 Sco
152107,82321,4.82,52,Her,Her
152127,82480,5.51,21,Oph,Oph
152173,82422,5.73,50,Her,Her
152236,82671,4.70,,Sco,zet01 Sco
152276,82516,,,Her,S Her
152308,82526,6.51,49,Her,Her
152326,82504,5.03,51,Her,Her
152334,82729,3.62,,Sco,zet02 Sco
152476,82833,,,Sco,RS Sco
152598,82587,5.34,53,Her,Her
152601,82730,5.23,23,Oph,Oph
152614,82673,4.39,25,Oph,iot Oph
152783,82912,6.97,,Sco,RR Sco
152786,83081,3.12,,Ara,zet Ara
152820,82960,5.48,27,Sco,Sco
152849,82925,5.57,24,Oph,Oph
152863,82780,6.06,56,Her,Her
152879,82802,5.35,54,Her,Her
152980,83153,4.06,,Ara,eps01 Ara
153210,83000,3.19,27,Oph,kap Oph
153287,82987,6.27,57,Her,Her
153363,83196,5.74,26,Oph,Oph
153580,83431,5.27,,Ara,eps02 Ara
153597,82860,4.88,19,Dra,h Dra
153687,83262,4.82,30,Oph,Oph
153697,82898,6.40,20,Dra,Dra
153727,83331,6.28,29,Oph,Oph
153751,82080,4.21,22,UMi,eps UMi
153808,83207,3.92,58,Her,eps Her
154029,83313,5.27,59,Her,d Her
154090,83574,4.83,,Sco,k Sco
154143,83430,4.97,32,Oph,Oph
154356,83462,6.19,61,Her,Her
154494,83613,4.89,60,Her,Her
154721,0,,,Oph,R Oph
154905,83608,4.91,21,Dra,mu. Dra
154906,0,5.80,21,Dra,mu. Dra
155103,83838,5.41,,Her,c Her
155125,84012,2.43,35,Oph,eta Oph
155203,84143,3.32,,Sco,eta Sco
155514,84054,6.20,63,Her,Her
155644,84177,5.32,37,Oph,Oph
155763,83895,3.17,22,Dra,zet Dra
155885,84405,4.33,36,Oph,A Oph
155886,0,5.07,36,Oph,A Oph
156014,84345,2.78,64,Her,alf01 Her
156015,0,5.39,64,Her,alf02 Her
156164,84379,3.12,65,Her,del Her
156190,84979,5.39,,Aps,iot Aps
156247,84500,5.89,38,Oph,U Oph
156266,84514,4.72,41,Oph,Oph
156277,84969,4.76,,Aps,zet Aps
156283,84380,3.16,67,Her,pi. Her
156349,84626,5.14,39,Oph,omi Oph
156350,84625,6.59,39,Oph,omi Oph
156633,84573,4.80,68,Her,u Her
156681,84671,5.03,,Oph,e Oph
156729,84606,4.64,69,Her,e Her
156897,84893,4.39,40,Oph,ksi Oph
156928,84880,4.32,53,Ser,nu. Ser
156947,84496,6.32,,Dra,VW Dra
156979,85035,6.68,,Sco,V636 Sco
157042,85079,5.21,,Ara,iot Ara
157056,84970,3.27,42,Oph,the Oph
157198,84887,5.13,70,Her,Her
157214,84862,5.38,72,Her,w Her
157236,85084,5.30,43,Oph,Oph
157244,85258,2.84,,Ara,bet Ara
157246,85267,3.31,,Ara,gam Ara
157325,84835,5.51,74,Her,Her
157457,85312,5.19,,Ara,kap Ara
157728,85157,5.70,73,Her,Her
157778,85112,5.47,75,Her,rho Her
157779,0,4.52,75,Her,rho Her
157792,85340,4.16,44,Oph,b Oph
157919,85423,4.28,45,Oph,d Oph
157950,85365,4.53,47,Oph,Oph
157999,85355,4.34,49,Oph,sig Oph
158094,85727,3.60,,Ara,del Ara
158408,85696,2.70,34,Sco,ups Sco
158414,85379,5.83,77,Her,x Her
158427,85792,2.84,,Ara,alf Ara
158643,85755,4.78,51,Oph,c Oph
158899,85693,4.41,76,Her,lam Her
158926,85927,1.62,35,Sco,lam Sco
159139,85790,5.66,78,Her,Her
159181,85670,2.79,23,Dra,bet Dra
159217,86092,4.56,,Ara,sig Ara
159376,86060,6.47,52,Oph,Oph
159433,86170,4.26,,Sco,Q Sco
159480,85998,5.80,53,Oph,f Oph
159492,86305,5.25,,Ara,pi. Ara
159532,86228,1.86,,Sco,the Sco
159541,85819,4.89,24,Dra,nu.01 Dra
159560,85829,4.86,25,Dra,nu.02 Dra
159561,86032,2.08,55,Oph,alf Oph
159876,86263,3.54,55,Ser,ksi Ser
159966,85805,5.07,27,Dra,f Dra
159975,86284,4.58,57,Oph,mu. Oph
160032,86486,4.76,,Ara,lam Ara
160181,86254,5.76,79,Her,Her
160269,86036,5.23,26,Dra,Dra
160290,86182,5.35,82,Her,y Her
160538,85852,6.61,29,Dra,Dra
160578,86670,2.39,,Sco,kap Sco
160613,86565,4.24,56,Ser,omi Ser
160635,86929,3.61,,Pav,eta Pav
160691,86796,5.12,,Ara,mu. Ara
160762,86414,3.82,85,Her,iot Her
160915,86736,4.86,58,Oph,Oph
160922,86201,4.77,28,Dra,ome Dra
161074,86667,5.56,83,Her,Her
161096,86742,2.76,60,Oph,bet Oph
161239,86731,5.73,84,Her,Her
161270,86831,6.16,61,Oph,Oph
161471,87073,2.99,,Sco,iot01 Sco
161592,87072,4.53,3,Sgr,X Sgr
161783,87314,5.68,,Ara,ups01 Ara
161797,86974,3.42,86,Her,mu. Her
161868,87108,3.75,62,Oph,gam Oph
161892,87261,3.19,,Sco,G Sco
161912,87294,4.78,,Sco,iot02 Sco
161917,87379,6.09,,Ara,ups02 Ara
162003,86614,4.57,31,Dra,psi Dra
162004,86620,5.81,31,Dra,psi Dra
162211,87194,5.09,87,Her,Her
162579,87212,5.02,30,Dra,Dra
162714,87495,6.18,,Oph,Y Oph
162732,87280,6.78,88,Her,z Her
162978,87706,6.18,63,Oph,Oph
163217,87563,5.17,90,Her,f Her
163506,87747,5.47,89,Her,Her
163588,87585,3.73,32,Dra,ksi Dra
163770,87808,3.86,91,Her,the Her
163917,88048,3.32,64,Oph,nu. Oph
163955,88116,4.74,4,Sgr,Sgr
163989,87234,5.02,35,Dra,Dra
163990,87850,6.22,,Her,OP Her
163993,87933,3.70,92,Her,ksi Her
164058,87833,2.24,33,Dra,gam Dra
164136,87998,4.41,94,Her,nu. Her
164259,88175,4.62,57,Ser,zet Ser
164284,88149,4.79,66,Oph,Oph
164349,88128,4.67,93,Her,Her
164353,88192,3.93,67,Oph,Oph
164358,88258,6.27,6,Sgr,Sgr
164461,92824,5.29,,Oct,chi Oct
164577,88290,4.42,68,Oph,Oph
164584,88380,5.37,7,Sgr,Sgr
164613,87728,5.43,34,Dra,Dra
164668,88267,5.18,95,Her,Her
164669,88267,4.96,95,Her,Her
164764,88404,5.94,69,Oph,tau Oph
164765,0,5.24,69,Oph,tau Oph
164794,88469,5.89,9,Sgr,Sgr
164852,88331,5.25,96,Her,Her
164900,88346,6.22,97,Her,Her
164975,88567,4.66,,Sgr,W Sgr
165024,88714,3.65,,Ara,the Ara
165040,88866,4.33,,Pav,pi. Pav
165135,88635,2.98,10,Sgr,gam Sgr
165174,88522,6.14,,Oph,V986 Oph
165341,88601,4.03,70,Oph,p Oph
165499,89042,5.47,,Pav,iot Pav
165625,88657,4.96,98,Her,Her
165760,88765,4.64,71,Oph,Oph
165777,88771,3.71,72,Oph,Oph
165908,88745,5.05,99,Her,b Her
166014,88794,3.84,103,Her,omi Her
166045,88818,5.83,100,Her,Her
166046,88817,5.79,100,Her,Her
166063,89112,4.52,,Tel,eps Tel
166182,88886,4.37,102,Her,Her
166205,85822,4.35,23,UMi,del UMi
166230,88899,5.10,101,Her,Her
166233,88964,5.71,73,Oph,Oph
166464,89153,4.96,11,Sgr,Sgr
166865,88127,6.11,40,Dra,Dra
166866,88136,5.74,41,Dra,Dra
166926,85699,5.78,24,UMi,UMi
166937,89341,3.84,13,Sgr,mu. Sgr
167006,89172,4.96,104,Her,A Her
167036,89369,5.49,14,Sgr,Sgr
167263,89440,5.96,16,Sgr,Sgr
167264,89439,5.29,15,Sgr,Sgr
167468,90133,5.47,,Oct,phi Oct
167570,89567,6.89,17,Sgr,Sgr
167618,89642,3.10,,Sgr,eta Sgr
167647,89637,6.03,,Sgr,RS Sgr
168151,89348,4.99,36,Dra,Dra
168339,90098,4.35,,Pav,ksi Pav
168454,89931,2.72,19,Sgr,del Sgr
168532,89773,5.30,105,Her,Her
168608,89968,5.76,,Sgr,Y Sgr
168653,89448,5.96,37,Dra,Dra
168656,89918,4.85,74,Oph,Oph
168720,89861,4.92,106,Her,Her
168723,89962,3.23,58,Ser,eta Ser
168775,89826,4.33,1,Lyr,kap Lyr
168913,89925,5.61,108,Her,Her
168914,89935,5.12,107,Her,t Her
169022,90185,1.79,20,Sgr,eps Sgr
169027,89594,6.79,38,Dra,Dra
169156,90135,4.66,,Sct,zet Sct
169233,90260,5.58,18,Sgr,Sgr
169414,90139,3.85,109,Her,Her
169420,90289,4.81,21,Sgr,Sgr
169467,90422,3.49,,Tel,alf Tel
169702,90191,5.11,2,Lyr,mu. Lyr
169767,90568,4.10,,Tel,zet Tel
169916,90496,2.82,22,Sgr,lam Sgr
169978,90797,4.63,,Pav,nu. Pav
169985,90441,5.20,59,Ser,d Ser
169986,0,5.20,59,Ser,d Ser
170000,89908,4.22,43,Dra,phi Dra
170073,90156,4.98,39,Dra,b Dra
170153,89937,3.55,44,Dra,chi Dra
170296,90595,4.67,,Sct,gam Sct
170465,90830,4.92,,Tel,del01 Tel
170474,90642,5.38,60,Ser,c Ser
170523,90853,5.07,,Tel,del02 Tel
170693,90344,4.82,42,Dra,Dra
170845,90982,4.62,,CrA,the CrA
170867,90969,6.31,,CrA,kap01 CrA
170868,90968,5.67,,CrA,kap02 CrA
170920,90844,5.93,61,Ser,Ser
171115,91004,5.49,24,Sgr,Sgr
171237,91066,6.53,25,Sgr,Sgr
171443,91117,3.85,,Sct,alf Sct
171635,90905,4.77,45,Dra,d Dra
171759,91792,4.01,,Pav,zet Pav
171978,91322,5.76,,Ser,e Ser
172167,91262,0.03,3,Lyr,alf Lyr
172380,91373,6.02,,Lyr,XY Lyr
172546,91689,6.22,26,Sgr,Sgr
172748,91726,4.70,,Sct,del Sct
172777,91875,5.11,,CrA,lam CrA
173009,91845,4.88,,Sct,eps Sct
173168,92294,5.71,,Pav,the Pav
173300,92041,3.17,27,Sgr,phi Sgr
173370,91975,5.02,4,Aql,Aql
173460,92111,5.37,28,Sgr,Sgr
173524,91755,5.03,46,Dra,c Dra
173540,92226,5.20,,CrA,mu. CrA
173582,91919,4.67,4,Lyr,eps01 Lyr
173583,0,6.02,4,Lyr,eps01 Lyr
173607,91926,4.59,5,Lyr,eps02 Lyr
173608,0,5.37,5,Lyr,eps02 Lyr
173648,91971,4.34,6,Lyr,zet01 Lyr
173649,91973,5.73,7,Lyr,zet02 Lyr
173654,92117,5.89,5,Aql,Aql
173667,92043,4.19,110,Her,Her
173715,92308,5.46,,CrA,eta01 CrA
173764,92175,4.22,,Sct,bet Sct
173819,92202,5.38,,Sct,R Sct
173861,92382,5.60,,CrA,eta02 CrA
173880,92161,4.34,111,Her,Her
173948,92609,4.22,,Pav,lam Pav
174116,92390,5.22,29,Sgr,Sgr
174295,92646,5.18,,Tel,kap Tel
174309,92480,6.29,30,Sgr,Sgr
174343,92204,7.29,205,Dra,Dra
174585,92398,5.93,8,Lyr,nu.01 Lyr
174589,92524,6.08,8,Aql,Aql
174602,92405,5.22,9,Lyr,nu. Lyr
174638,92420,3.52,10,Lyr,bet Lyr
174639,0,13.40,10,Lyr,bet Lyr
174664,0,7.20,10,Lyr,bet Lyr
174694,93015,4.40,,Pav,kap Pav
174933,92614,5.43,112,Her,Her
174947,92747,5.68,33,Sgr,Sgr
174974,92761,4.86,32,Sgr,nu.01 Sgr
175190,92845,5.00,35,Sgr,nu.02 Sgr
175191,92855,2.05,34,Sgr,sig Sgr
175286,92112,5.37,50,Dra,Dra
175306,92512,4.63,47,Dra,omi Dra
175329,93163,5.14,,Pav,ome Pav
175426,92728,5.58,11,Lyr,del01 Lyr
175492,92818,4.57,113,Her,Her
175493,92818,4.50,113,Her,Her
175510,93148,4.85,,Tel,lam Tel
175515,92872,5.58,62,Ser,Ser
175588,92791,4.22,12,Lyr,del02 Lyr
175638,92946,4.62,63,Ser,the01 Ser
175639,92951,4.98,63,Ser,the02 Ser
175687,93057,5.02,36,Sgr,ksi01 Sgr
175751,93026,4.83,,Sct,eta Sct
175775,93085,3.52,37,Sgr,ksi02 Sgr
175813,93174,4.83,,CrA,eps CrA
175865,92862,4.08,13,Lyr,R Lyr
175869,93051,5.56,64,Ser,Ser
176155,93124,5.33,,Aql,FF Aql
176232,93179,5.91,10,Aql,Aql
176303,93203,5.27,11,Aql,Aql
176408,92997,5.67,48,Dra,Dra
176411,93244,4.02,13,Aql,eps Aql
176437,93194,3.25,14,Lyr,gam Lyr
176524,92782,4.82,52,Dra,ups Dra
176638,93542,4.74,,CrA,zet CrA
176670,93279,4.94,15,Lyr,lam Lyr
